run_id,date,time,tool,tool_version,commit,score,label,errors,warnings,files_scanned,files_affected,report,data
20260919-0148_react-doctor_cb6dd28,2026-09-19,01:48,react-doctor,0.9.14,cb6dd28,63,Needs work,0,50,162,31,runs/20260919-0148_react-doctor_cb6dd28.html,runs/20260919-0148_react-doctor_cb6dd28.json
